id,docking_score,num_conformers,smiles,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
20194,-9.854397,51,O=C(OOCC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H28N3O5,438.5,32,6,0.33,10,5,5,125.42,112.08,2.87,4.28,3.07,1.97,1.77,2.79,-4.73,0.00809,1.85e-05,Moderately soluble,-6.35,0.000198,4.51e-07,Poorly soluble,-3.22,0.264,0.000601,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.94,0,0,0,0,0,0.56,0,4,3,4.86
20323,-9.854397,51,O=C(O[O+]CC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CC[O+]OC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H28N3O5,438.5,32,6,0.33,10,5,5,125.42,112.08,0.0,4.28,3.07,1.97,1.77,2.22,-4.73,0.00809,1.85e-05,Moderately soluble,-6.35,0.000198,4.51e-07,Poorly soluble,-3.22,0.264,0.000601,Soluble,High,No,Yes,No,No,Yes,No,No,-5.94,0,0,0,0,0,0.55,0,5,3,4.86
20253,-9.854397,51,O=C(OOCC=CC=C=[C-][O+])c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,[O+][C-]=C=CC=CCOOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H27N3O5,437.49,32,6,0.33,10,5,4,125.24,108.92,0.0,4.28,2.95,1.97,1.77,2.19,-4.73,0.00819,1.87e-05,Moderately soluble,-6.28,0.00023,5.25e-07,Poorly soluble,-3.22,0.263,0.000601,Soluble,High,No,Yes,No,No,Yes,No,No,-5.93,0,0,0,0,0,0.55,0,5,3,4.82
20423,-9.854397,51,O=C([O+]OCC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCO[O+]C(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H28N3O5,438.5,32,6,0.33,10,5,5,125.42,112.08,0.0,4.28,3.07,1.97,1.77,2.22,-4.73,0.00809,1.85e-05,Moderately soluble,-6.35,0.000198,4.51e-07,Poorly soluble,-3.22,0.264,0.000601,Soluble,High,No,Yes,No,No,Yes,No,No,-5.94,0,0,0,0,0,0.55,0,5,3,4.86
20254,-9.854397,40,O=C(OOCC=CC=C=[C-][O-])c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,[O-][C-]=C=CC=CCOOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H27N3O5,437.49,32,6,0.33,10,5,4,123.48,114.91,4.27,4.28,2.95,1.97,1.77,3.05,-4.73,0.00819,1.87e-05,Moderately soluble,-6.41,0.000172,3.93e-07,Poorly soluble,-3.22,0.263,0.000601,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.93,0,0,0,0,0,0.56,0,4,3,4.82
19622,-9.852651,63,O=C(OCC=CC=P[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]P=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C23H28N3O4P,441.46,31,6,0.39,10,4,5,128.54,136.99,0.0,2.31,3.23,1.82,4.23,2.32,-3.52,0.135,0.000305,Soluble,-4.83,0.0066,1.5e-05,Moderately soluble,-3.9,0.0553,0.000125,Soluble,Low,No,Yes,No,No,No,No,No,-7.35,0,0,0,1,0,0.56,0,2,2,4.71
8330,-9.851261,194,CC1CC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)CC[N-]1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CC[N-]C(C1)C,C24H28N4O4,436.5,32,6,0.33,9,5,5,130.09,102.85,3.34,2.98,2.35,1.16,1.38,2.24,-3.97,0.0469,0.000108,Soluble,-4.8,0.00686,1.57e-05,Moderately soluble,-3.41,0.169,0.000388,Soluble,High,No,Yes,No,No,Yes,No,No,-6.85,0,1,0,0,0,0.55,0,3,2,5.15
18693,-9.846589,178,O=C(OCC=CC=C=[C-]O)c1cc(NCC2CCCC=[S-]2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NCC2[S-]=CCCC2)ccc1NC1=CNC(C=C1)O,C24H27N3O4S,453.55,32,6,0.29,10,4,5,132.96,134.94,0.0,2.83,2.25,1.88,0.96,1.58,-3.91,0.0553,0.000122,Soluble,-5.32,0.00216,4.77e-06,Moderately soluble,-3.47,0.154,0.00034,Soluble,High,No,Yes,No,No,No,No,No,-7.06,0,1,0,1,0,0.56,1,5,2,5.13
14187,-9.841325,70,O=C(OC=[C-]C=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=C[C-]=COC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C25H27N3O4,433.5,32,6,0.28,9,4,5,127.34,102.85,4.27,4.72,3.46,2.08,2.45,3.4,-5.05,0.0039,8.99e-06,Moderately soluble,-6.61,0.000107,2.46e-07,Poorly soluble,-3.17,0.294,0.000678,Soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.59,0,0,0,0,0,0.56,0,3,3,4.81
20308,-9.838979,71,O=C(O[C-]=CC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CC=[C-]OC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C25H27N3O4,433.5,32,6,0.28,9,4,5,127.34,102.85,4.3,4.72,3.46,2.08,2.45,3.4,-5.05,0.0039,8.99e-06,Moderately soluble,-6.61,0.000107,2.46e-07,Poorly soluble,-3.17,0.294,0.000678,Soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.59,0,0,0,0,0,0.56,0,3,3,4.81
26977,-9.837059,168,[N-]C1CCCC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCC(C1)[N-],C24H27N4O4,435.5,32,6,0.33,9,5,5,126.64,102.85,-3.56,2.81,2.96,1.16,1.1,0.89,-3.86,0.0608,0.00014,Soluble,-4.63,0.0103,2.36e-05,Moderately soluble,-2.89,0.558,0.00128,Soluble,High,No,Yes,No,No,No,No,No,-6.96,0,0,0,0,0,0.55,0,3,2,5.14
4438,-9.831372,38,C=CCC[N-]CCNc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,C=CCC[N-]CCNc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C24H28N4O4,436.5,32,6,0.25,14,5,5,129.34,102.85,4.03,3.1,2.76,1.09,2.28,2.65,-3.71,0.0843,0.000193,Soluble,-4.93,0.00515,1.18e-05,Moderately soluble,-4.16,0.0301,6.89e-05,Moderately soluble,High,No,Yes,No,No,Yes,No,Yes,-6.76,0,0,1,0,0,0.55,0,4,2,4.76
26887,-9.827207,41,[N-]=CCCCNc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,[N-]=CCCCNc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C22H24N4O4,408.45,30,6,0.23,12,5,5,120.4,102.85,2.15,2.3,2.23,0.66,2.07,1.88,-3.18,0.271,0.000665,Soluble,-4.1,0.0326,7.98e-05,Moderately soluble,-3.38,0.171,0.000418,Soluble,High,No,Yes,No,No,Yes,No,No,-7.16,0,0,1,0,0,0.56,0,4,2,4.53
20325,-9.826313,5,O=C(O[O-])c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,[O-]OC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C18H22N3O4,344.38,25,6,0.39,6,4,4,97.12,105.68,1.69,3.56,1.9,1.67,0.38,1.84,-4.0,0.0345,0.0001,Soluble,-5.46,0.00118,3.43e-06,Moderately soluble,-2.93,0.402,0.00117,Soluble,High,No,Yes,No,No,Yes,No,No,-5.87,0,0,0,0,0,0.56,0,1,1,4.24
20193,-9.820635,28,O=C(OOCC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(I)C=C1,Molecule 1,O[C-]=C=CC=CCOOC(=O)c1cc(ccc1NC1=CNC(C=C1)I)NC1CCCCC1,C24H27IN3O4,548.39,32,6,0.33,10,4,4,137.22,91.85,4.03,5.61,4.52,2.77,3.22,4.03,-6.25,0.000306,5.58e-07,Poorly soluble,-7.3,2.74e-05,4.99e-08,Poorly soluble,-4.62,0.0131,2.38e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.66,1,2,0,0,1,0.56,0,7,3,4.85
20265,-9.818759,54,O=C(OOCC=CC[O-])c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,[O-]CC=CCOOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C22H28N3O5,414.47,30,6,0.41,10,5,4,116.96,114.91,3.81,3.72,2.47,1.7,1.31,2.6,-4.24,0.0238,5.74e-05,Moderately soluble,-5.82,0.000621,1.5e-06,Moderately soluble,-3.52,0.126,0.000304,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.19,0,0,0,0,0,0.56,0,2,3,4.76
8625,-9.817149,109,CC1CCCCC1Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)C=CC=C=[C-]O)c1,Molecule 1,O[C-]=C=CC=CC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1C,C24H28N3O3,406.5,30,6,0.33,7,3,5,123.25,93.62,1.72,4.45,3.41,1.67,2.39,2.73,-4.85,0.00574,1.41e-05,Moderately soluble,-6.13,0.000298,7.33e-07,Poorly soluble,-3.52,0.122,0.000301,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.62,0,0,0,0,0,0.56,0,4,2,5.14
4273,-9.815251,74,C=CCCC[C-]CNC1C=C(NC2=CNC(O)C=C2)C(C(=O)OCC=CC=C=[C-]O)=C1,Molecule 1,C=CCCC[C-]CNC1C=C(C(=C1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C24H28N3O4,422.5,31,0,0.33,14,5,5,122.09,102.85,0.0,3.33,1.86,1.15,2.45,1.76,-3.63,0.0983,0.000233,Soluble,-5.17,0.00288,6.81e-06,Moderately soluble,-2.67,0.903,0.00214,Soluble,High,No,Yes,No,No,Yes,No,No,-6.51,0,0,1,0,0,0.56,0,4,2,5.46
11112,-9.81049,95,CP1CCCC1Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCP1C,C23H27N3O4P,440.45,31,6,0.3,9,4,5,127.51,116.44,3.06,2.78,3.04,1.74,2.71,2.67,-3.87,0.0592,0.000134,Soluble,-4.88,0.00579,1.31e-05,Moderately soluble,-3.42,0.168,0.000382,Soluble,High,No,Yes,No,No,Yes,No,Yes,-7.01,0,0,0,0,0,0.56,0,4,2,5.33
3760,-9.808786,106,C=CCCCCN[N-]C1C=C(NC2=CNC(O)C=C2)C(C(=O)OCC=CC=C=[C-]O)=C1,Molecule 1,C=CCCCCN[N-]C1C=C(C(=C1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C23H28N4O4,424.49,31,0,0.3,14,6,5,122.21,102.85,2.42,2.55,2.07,0.96,1.27,1.85,-3.15,0.298,0.000701,Soluble,-4.36,0.0187,4.39e-05,Moderately soluble,-2.32,2.05,0.00483,Soluble,High,No,Yes,No,No,Yes,No,No,-7.08,0,0,1,0,0,0.56,0,4,2,5.5
20258,-9.808021,33,O=C(OOCC=CC=C=[C-][S-])c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,[S-][C-]=C=CC=CCOOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H27N3O4S,453.55,32,6,0.33,10,4,4,130.16,91.85,2.36,4.78,3.06,2.76,2.53,3.1,-5.14,0.00327,7.21e-06,Moderately soluble,-6.44,0.000165,3.63e-07,Poorly soluble,-3.89,0.0584,0.000129,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.67,0,1,0,0,0,0.56,0,4,3,4.84
8840,-9.804413,319,CC1CC[SH]=CC1Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1C=SCCC1C,C24H28N3O4S,454.56,32,6,0.29,9,4,5,134.58,141.65,0.0,3.36,2.49,1.88,0.69,1.68,-4.32,0.0218,4.79e-05,Moderately soluble,-6.01,0.000442,9.72e-07,Poorly soluble,-3.22,0.273,0.0006,Soluble,Low,No,Yes,No,No,No,No,No,-6.69,0,1,1,1,0,0.56,1,5,2,5.48
18626,-9.80303,110,O=C(OCC=CC=C=[C-]O)c1cc(NCC2C=PCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NCC2CCCP=C2)ccc1NC1=CNC(C=C1)O,C24H27N3O4P,452.46,32,6,0.29,10,4,5,132.51,136.99,4.23,1.47,2.97,1.88,4.4,2.99,-3.05,0.403,0.000891,Soluble,-3.95,0.0504,0.000111,Soluble,-3.46,0.155,0.000343,Soluble,Low,No,Yes,No,No,Yes,No,Yes,-8.02,0,1,0,1,0,0.56,0,4,2,5.22
18632,-9.80303,110,O=C(OCC=CC=C=[C-]O)c1cc(NCC2C=[P-]CCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NCC2CCC[P-]=C2)ccc1NC1=CNC(C=C1)O,C24H27N3O4P,452.46,32,6,0.29,10,4,5,132.51,136.99,2.74,1.47,2.97,1.88,1.81,2.17,-3.05,0.403,0.000891,Soluble,-3.95,0.0504,0.000111,Soluble,-3.47,0.154,0.00034,Soluble,Low,No,Yes,No,No,Yes,No,No,-8.02,0,1,0,1,0,0.56,0,4,2,5.22
11346,-9.800438,17,C[N-]OC(=O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,C[N-]OC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C19H25N4O3,357.43,26,6,0.42,7,4,4,105.66,82.62,2.65,3.81,2.48,1.9,0.59,2.29,-4.17,0.0244,6.84e-05,Moderately soluble,-5.24,0.00206,5.76e-06,Moderately soluble,-3.94,0.0413,0.000116,Soluble,High,No,Yes,No,No,Yes,No,No,-5.78,0,0,0,0,0,0.56,0,1,2,4.31
8510,-9.796172,166,CC1CCC=[P-]C1Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1[P-]=CCCC1C,C24H27N3O4P,452.46,32,6,0.29,9,4,5,132.51,136.99,4.35,2.01,3.31,1.88,1.52,2.61,-3.46,0.158,0.00035,Soluble,-4.51,0.0139,3.06e-05,Moderately soluble,-3.22,0.273,0.000604,Soluble,Low,No,Yes,No,No,Yes,No,No,-7.63,0,1,0,1,0,0.56,0,4,2,5.48
8502,-9.796172,166,CC1CCC=PC1Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1P=CCCC1C,C24H27N3O4P,452.46,32,6,0.29,9,4,5,132.51,136.99,4.19,2.01,3.31,1.88,4.11,3.1,-3.46,0.158,0.00035,Soluble,-4.51,0.0139,3.06e-05,Moderately soluble,-3.22,0.275,0.000607,Soluble,Low,No,Yes,No,No,Yes,No,Yes,-7.63,0,1,0,1,0,0.56,0,4,2,5.48
8946,-9.791878,161,CC1[N-]CCCC1Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCC[N-]C1C,C24H28N4O4,436.5,32,6,0.33,9,5,5,130.09,102.85,4.17,2.98,2.35,1.16,1.38,2.41,-3.97,0.0469,0.000108,Soluble,-4.8,0.00686,1.57e-05,Moderately soluble,-3.41,0.169,0.000388,Soluble,High,No,Yes,No,No,Yes,No,No,-6.85,0,1,0,0,0,0.55,0,3,2,5.13
11658,-9.78628,58,N#CCCNc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,N#CCCNc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNC(C=C1)O,C21H21N4O4,393.42,29,6,0.19,10,5,5,111.78,126.64,2.9,2.66,1.72,0.44,1.35,1.82,-3.45,0.14,0.000356,Soluble,-4.97,0.00421,1.07e-05,Moderately soluble,-2.98,0.411,0.00104,Soluble,High,No,Yes,No,No,Yes,No,No,-6.81,0,0,0,0,0,0.56,0,3,2,4.4
18833,-9.785479,22,O=C(OCC=CC=C=[C-]O)c1cc(NCCCC[O-])ccc1NC1=CNCC=C1,Molecule 1,[O-]CCCCNc1ccc(c(c1)C(=O)OCC=CC=C=[C-]O)NC1=CNCC=C1,C22H25N3O4,395.45,29,6,0.27,12,4,4,115.3,105.68,2.88,3.0,2.7,1.12,2.51,2.44,-3.54,0.113,0.000286,Soluble,-4.88,0.00517,1.31e-05,Moderately soluble,-3.93,0.0462,0.000117,Soluble,High,No,Yes,No,Yes,Yes,No,No,-6.58,0,0,1,0,0,0.56,0,3,2,3.99
18738,-9.782648,105,O=C(OCC=CC=C=[C-]O)c1cc(NCC2[C+]CCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NCC2CCCC[C+]2)ccc1NC1=CNC(C=C1)O,C25H28N3O4,434.51,32,6,0.36,10,4,5,127.58,102.85,0.0,4.79,3.08,2.16,2.63,2.53,-5.03,0.00405,9.32e-06,Moderately soluble,-6.68,9.04e-05,2.08e-07,Poorly soluble,-3.89,0.0564,0.00013,Soluble,High,No,Yes,No,No,Yes,No,No,-5.55,0,0,0,0,0,0.55,0,3,3,4.99
7973,-9.778776,17,CC1=CC(Nc2ccc(NC3CCCCC3)cc2C(=O)OCC=CC=C=[C-]O)=CNN1O,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1Nc1c[nH]n(c(c1)C)O)NC1CCCCC1,C24H29N4O4,437.51,32,12,0.33,9,4,5,124.19,111.54,4.22,5.65,4.96,2.84,2.73,4.08,-5.8,0.000701,1.6e-06,Moderately soluble,-7.76,7.66e-06,1.75e-08,Poorly soluble,-4.33,0.0205,4.68e-05,Moderately soluble,High,No,No,No,No,Yes,No,No,-4.96,0,0,0,0,1,0.56,0,4,3,3.99
14140,-9.778367,103,O=C(OC([O-])C=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=CC(OC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1)[O-],C24H27N3O5,437.49,32,6,0.33,9,5,5,123.97,125.91,2.29,3.68,2.9,1.57,1.45,2.38,-4.42,0.0168,3.84e-05,Moderately soluble,-6.01,0.000424,9.68e-07,Poorly soluble,-2.55,1.24,0.00282,Soluble,High,No,Yes,No,No,Yes,No,No,-6.36,0,0,0,0,0,0.56,0,4,3,4.96
8951,-9.774776,168,CC1[P-]=CCCC1Nc1ccc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)c1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCC=[P-]C1C,C24H27N3O4P,452.46,32,6,0.29,9,4,5,132.51,136.99,4.09,1.55,3.11,1.88,1.52,2.43,-3.17,0.308,0.000682,Soluble,-4.04,0.0416,9.2e-05,Moderately soluble,-3.22,0.273,0.000604,Soluble,Low,No,Yes,No,No,Yes,No,No,-7.96,0,1,0,1,0,0.56,0,4,2,5.46
8342,-9.774297,187,CC1CC=S(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)CC1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NS1=CCC(CC1)C,C24H28N3O4S,454.56,32,6,0.29,9,4,5,134.24,122.06,0.0,3.44,3.23,1.88,2.35,2.18,-4.37,0.0194,4.26e-05,Moderately soluble,-5.68,0.000941,2.07e-06,Moderately soluble,-3.45,0.16,0.000352,Soluble,High,No,Yes,No,No,Yes,No,Yes,-6.63,0,1,0,0,0,0.56,1,4,2,5.43
26794,-9.772708,47,[N+]c1cc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)cc1NC1CCCCC1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NC2CCCCC2)c(cc1NC1=CNC(C=C1)O)[N+],C24H27N4O4,435.5,32,6,0.33,9,5,5,126.13,102.85,0.0,3.55,2.84,1.43,1.52,1.87,-4.32,0.0208,4.77e-05,Moderately soluble,-5.39,0.00175,4.03e-06,Moderately soluble,-3.12,0.328,0.000753,Soluble,High,No,Yes,No,No,No,No,No,-6.44,0,0,0,0,0,0.55,0,3,3,4.75
12735,-9.772708,47,Nc1cc(NC2=CNC(O)C=C2)c(C(=O)OCC=CC=C=[C-]O)cc1NC1CCCCC1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(NC2CCCCC2)c(cc1NC1=CNC(C=C1)O)N,C24H29N4O4,437.51,32,6,0.33,9,4,6,128.74,128.87,4.21,3.55,2.73,1.43,1.52,2.69,-4.33,0.0203,4.64e-05,Moderately soluble,-5.94,0.000501,1.14e-06,Moderately soluble,-3.12,0.33,0.000753,Soluble,High,No,Yes,No,No,Yes,No,No,-6.45,1,0,0,0,1,0.56,0,4,3,4.82
20170,-9.767395,50,O=C(OOC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=COOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C23H26N3O5,424.47,31,6,0.3,9,5,5,120.61,112.08,2.31,4.38,3.03,1.76,1.37,2.57,-4.78,0.00704,1.66e-05,Moderately soluble,-6.45,0.000151,3.55e-07,Poorly soluble,-2.83,0.628,0.00148,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.78,0,0,0,0,0,0.56,0,4,3,4.7
20322,-9.767395,50,O=C(O[O+]C=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=C[O+]OC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C23H26N3O5,424.47,31,6,0.3,9,5,5,120.61,112.08,0.0,4.38,3.03,1.76,1.37,2.11,-4.78,0.00704,1.66e-05,Moderately soluble,-6.45,0.000151,3.55e-07,Poorly soluble,-2.83,0.628,0.00148,Soluble,High,No,Yes,No,No,Yes,No,No,-5.78,0,0,0,0,0,0.55,0,5,3,4.7
8425,-9.762282,151,CC1CCC(Nc2ccc(NC3=CNC(O)C=C3)c(C(=O)OCC=CC=C=[C-]O)c2)C=P1,Molecule 1,O[C-]=C=CC=CCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCC(P=C1)C,C24H27N3O4P,452.46,32,6,0.29,9,4,5,132.51,136.99,3.01,1.97,3.11,1.88,4.11,2.81,-3.43,0.168,0.000371,Soluble,-4.47,0.0153,3.37e-05,Moderately soluble,-3.22,0.275,0.000607,Soluble,Low,No,Yes,No,No,Yes,No,Yes,-7.66,0,1,0,1,0,0.56,0,4,2,5.41
2515,-9.75246,44,C=C1C=C(NC2=CNC(O)C=C2)C(C(=O)OCC=CC=C=[C-]O)=C[C-]1NC1CCCCC1,Molecule 1,O[C-]=C=CC=CCOC(=O)C1=C[C-](NC2CCCCC2)C(=C)C=C1NC1=CNC(C=C1)O,C25H29N3O4,435.52,32,0,0.36,9,5,5,125.84,102.85,2.0,3.18,2.48,1.35,1.86,2.18,-3.95,0.0489,0.000112,Soluble,-5.01,0.00425,9.75e-06,Moderately soluble,-2.29,2.23,0.00513,Soluble,High,No,Yes,No,Yes,Yes,No,No,-6.7,0,0,0,0,0,0.56,0,3,2,5.37
1513,-9.75246,44,C=C1C=C(NC2=CNC(O)C=C2)C(C(=O)OCC=CC=C=[C-]O)=C[C-]1NC1CCCCC1,Molecule 1,O[C-]=C=CC=CCOC(=O)C1=C[C-](NC2CCCCC2)C(=C)C=C1NC1=CNC(C=C1)O,C25H29N3O4,435.52,32,0,0.36,9,5,5,125.84,102.85,2.0,3.18,2.48,1.35,1.86,2.18,-3.95,0.0489,0.000112,Soluble,-5.01,0.00425,9.75e-06,Moderately soluble,-2.29,2.23,0.00513,Soluble,High,No,Yes,No,Yes,Yes,No,No,-6.7,0,0,0,0,0,0.56,0,3,2,5.37
20057,-9.750928,49,O=C(OCOC=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=COCOC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H28N3O5,438.5,32,6,0.33,10,5,5,125.42,112.08,3.11,4.28,3.07,1.57,1.77,2.76,-4.73,0.00809,1.85e-05,Moderately soluble,-6.35,0.000198,4.51e-07,Poorly soluble,-3.22,0.264,0.000601,Soluble,High,No,Yes,No,No,Yes,No,Yes,-5.94,0,0,0,0,0,0.56,0,4,3,4.74
20122,-9.750928,49,O=C(OC[O+]C=CC=C=[C-]O)c1cc(NC2CCCCC2)ccc1NC1=CNC(O)C=C1,Molecule 1,O[C-]=C=CC=C[O+]COC(=O)c1cc(ccc1NC1=CNC(C=C1)O)NC1CCCCC1,C24H28N3O5,438.5,32,6,0.33,10,5,5,125.42,112.08,0.0,4.28,3.07,1.57,1.77,2.14,-4.73,0.00809,1.85e-05,Moderately soluble,-6.35,0.000198,4.51e-07,Poorly soluble,-3.22,0.264,0.000601,Soluble,High,No,Yes,No,No,Yes,No,No,-5.94,0,0,0,0,0,0.55,0,5,3,4.74
